TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
15,5,2005,3,62,73.3333333333
3,3,2005,8,39,0
42,5,2005,5,265,97.619047619
5,1,2005,3,115,100
3,5,2005,7,29,100
31,5,2005,2,88,96.7741935484
4,2,2005,6,144,100
6,5,2005,4,60,100
0,5,2005,7,34,0
1,5,2005,5,22,100
4,5,2005,8,95,100
10,5,2005,8,125,70
6,2,2005,6,62,16.6666666667
5,5,2005,4,34,100
4,3,2005,5,71,75
1,5,2005,7,146,100
2,5,2005,5,20,100
8,5,2005,4,305,62.5
282,5,2005,3,192,97.1631205674
5,5,2005,2,27,100
6,5,2005,2,75,100
5,5,2005,2,58,100
14,5,2005,4,64,50
4,5,2005,1,114,100
17,1,2005,3,44,100
4,5,2005,4,96,100
1,5,2005,7,29,100
5,5,2005,2,39,100
5,3,2005,5,203,100
16,4,2005,12,565,25
11,5,2005,2,33,81.8181818182
6,5,2005,2,65,100
12,5,2005,9,154,100
5,5,2005,3,56,100
11,5,2005,4,67,100
176,1,2005,6,100,84.0909090909
8,5,2005,12,62,87.5
7,5,2005,6,78,100
2,5,2005,1,151,50
0,5,2005,2,291,0
5,5,2005,2,14,100
13,5,2005,7,80,92.3076923077
2,5,2005,4,22,100
2,5,2005,8,147,100
0,2,2005,2,25,0
5,2,2005,5,28,20
8,3,2005,3,98,75
16,5,2005,6,187,100
2,5,2005,2,73,100
8,5,2005,3,131,100
6,5,2005,2,62,100
10,5,2005,4,35,100
11,5,2005,1,21,36.3636363636
1,5,2005,4,115,100
3,5,2005,1,18,66.6666666667
4,5,2005,3,32,100
23,5,2005,2,178,100
0,5,2005,2,18,0
9,5,2005,4,42,88.8888888889
3,5,2005,3,141,100
30,5,2005,7,140,96.6666666667
7,5,2005,9,255,100
6,4,2005,12,95,100
0,5,2005,2,34,0
11,5,2005,2,34,100
1,5,2005,3,106,100
0,4,2005,2,94,0
2,4,2005,3,320,100
2,5,2005,11,85,100
7,5,2005,1,219,85.7142857143
0,5,2005,7,26,0
3,5,2005,6,92,100
13,5,2005,4,27,100
7,5,2005,2,37,85.7142857143
4,5,2005,4,28,75
1,5,2005,1,107,100
1,4,2005,3,42,100
6,5,2005,2,15,100
8,4,2005,2,66,100
12,5,2005,4,87,100
4,4,2005,7,36,100
4,5,2005,7,109,75
0,5,2005,16,31,0
2,5,2005,4,147,100
5,5,2005,1,31,0
1,5,2005,2,31,100
2,5,2005,2,41,100
4,5,2005,6,32,75
3,5,2005,4,32,66.6666666667
6,5,2005,6,111,100
23,5,2005,10,28,82.6086956522
101,5,2005,3,383,39.603960396
4,5,2005,9,87,75
3,5,2005,7,252,100
13,5,2005,4,64,46.1538461538
1,5,2005,11,93,100
20,1,2005,10,62,75
4,5,2005,1,23,75
1,5,2005,4,50,100
0,4,2005,2,23,0
14,5,2005,3,98,85.7142857143
2,5,2005,6,18,100
1,4,2005,5,17,100
0,5,2005,1,89,0
0,4,2005,5,55,0
8,5,2005,1,52,100
1,5,2005,1,67,100
7,5,2005,8,189,85.7142857143
3,5,2005,7,246,100
14,1,2005,3,181,78.5714285714
3,5,2005,5,97,100
39,5,2005,6,170,100
0,5,2005,3,56,0
1,5,2005,1,17,100
2,5,2005,3,26,100
2,4,2005,3,76,50
2,5,2005,7,35,100
9,1,2005,4,53,0
4,5,2005,3,40,100
22,2,2005,10,7,4.54545454545
1,5,2005,3,98,100
2,5,2005,2,53,100
12,5,2005,7,307,100
0,5,2005,1,48,0
4,5,2005,5,126,100
2,5,2005,2,41,100
1,5,2005,5,130,100
3,4,2005,2,30,100
1,5,2005,2,17,100
0,5,2005,2,13,0
1,2,2005,4,29,100
14,5,2005,11,109,100
1,5,2005,5,45,100
30,5,2005,2,166,96.6666666667
0,5,2005,2,93,0
2,5,2005,7,95,100
1,5,2005,4,62,100
2,4,2005,3,89,0
8,5,2005,8,78,87.5
11,1,2005,3,19,36.3636363636
0,5,2005,2,51,0
0,5,2005,4,55,0
2,5,2005,3,32,50
3,4,2005,11,419,33.3333333333
1,5,2005,3,130,0
1,5,2005,6,56,100
0,5,2005,5,27,0
4,5,2005,3,170,100
0,5,2005,7,72,0
0,5,2005,3,38,0
1,5,2005,4,32,100
2,4,2005,10,182,50
5,4,2005,3,34,100
6,5,2005,5,60,83.3333333333
40,3,2005,1,35,62.5
11,5,2005,4,76,100
0,5,2005,2,52,0
2,5,2005,4,315,100
26,5,2005,5,87,100
2,5,2005,3,34,100
5,5,2005,1,33,80
4,5,2005,2,247,100
2,5,2005,5,41,100
3,5,2005,3,33,66.6666666667
0,5,2005,2,87,0
4,4,2005,7,10,50
14,5,2005,3,56,100
1,5,2005,2,35,100
2,5,2005,3,26,100
2,4,2005,4,28,50
3,5,2005,2,25,0
2,5,2005,3,36,50
27,1,2005,4,25,88.8888888889
0,5,2005,2,58,0
52,1,2005,3,37,84.6153846154
0,5,2005,5,295,0
10,1,2005,5,57,90
0,5,2005,8,143,0
7,5,2005,5,60,100
2,4,2005,2,70,100
3,5,2005,4,60,100
10,4,2005,8,44,100
1,5,2005,2,57,100
15,5,2005,2,72,93.3333333333
8,5,2005,9,118,87.5
3,5,2005,5,336,100
0,5,2005,2,138,0
0,5,2005,6,31,0
12,5,2005,2,33,100
1,5,2005,3,53,100
20,4,2005,5,155,100
3,4,2005,5,259,100
0,5,2005,2,93,0
6,5,2005,4,16,66.6666666667
25,1,2005,2,15,48
30,5,2005,10,240,93.3333333333
2,4,2005,7,126,100
0,2,2005,5,69,0
0,5,2005,7,34,0
2,5,2005,2,21,50
23,5,2005,7,311,86.9565217391
3,5,2005,9,139,100
4,2,2005,1,128,25
40,4,2005,3,45,95
6,5,2005,6,81,83.3333333333
53,5,2005,7,122,73.5849056604
2,5,2005,7,53,50
113,5,2005,5,64,93.8053097345
2,4,2005,4,187,100
8,5,2005,5,29,100
4,5,2005,1,14,100
41,2,2005,6,185,87.8048780488
6,5,2005,3,51,83.3333333333
2,5,2005,4,47,100
2,5,2005,4,51,100
10,5,2005,2,85,100
1,5,2005,6,50,100
2,2,2005,5,66,0
3,5,2005,3,32,100
7,5,2005,3,139,100
0,4,2005,9,181,0
2,5,2005,3,112,100
85,5,2005,3,341,90.5882352941
5,3,2005,5,96,0
6,5,2005,4,92,100
1,3,2005,3,14,0
3,5,2005,4,41,100
15,4,2005,6,86,86.6666666667
4,4,2005,2,17,25
0,5,2005,7,79,0
4,5,2005,8,20,100
6,5,2005,5,27,83.3333333333
6,5,2005,1,34,100
5,5,2005,4,88,100
28,5,2005,4,38,100
33,5,2005,6,88,100
13,5,2005,6,379,61.5384615385
1,3,2005,4,147,100
0,5,2005,3,158,0
7,5,2005,6,94,85.7142857143
14,4,2005,1,67,92.8571428571
0,5,2005,5,83,0
4,4,2005,5,144,100
0,5,2005,5,111,0
17,5,2005,5,76,94.1176470588
0,5,2005,4,64,0
8,5,2005,4,28,100
2,5,2005,1,99,100
12,5,2005,7,605,16.6666666667
35,5,2005,2,78,97.1428571429
26,4,2005,7,50,96.1538461538
4,5,2005,10,48,100
11,4,2005,4,58,9.09090909091
10,5,2005,4,75,90
0,5,2005,1,110,0
4,4,2005,2,23,75
5,5,2005,2,31,100
1,5,2005,12,149,100
10,3,2005,2,27,70
9,5,2005,3,21,88.8888888889
10,2,2005,6,135,70
1,5,2005,6,75,0
26,2,2005,1,45,3.84615384615
2,5,2005,3,139,50
2,5,2005,2,38,100
4,5,2005,2,25,100
20,5,2005,3,82,95
5,1,2005,2,70,100
4,5,2005,5,147,100
18,1,2005,4,45,61.1111111111
0,5,2005,1,106,0
6,4,2005,3,40,83.3333333333
2,5,2005,5,62,100
27,5,2005,2,83,92.5925925926
0,5,2005,4,77,0
10,5,2005,3,67,90
2,5,2005,4,33,100
1,4,2005,2,19,100
0,5,2005,4,55,0
25,5,2005,2,33,84
9,5,2005,2,43,88.8888888889
36,4,2005,12,126,88.8888888889
2,5,2005,3,70,100
8,5,2005,7,252,100
2,5,2005,8,66,100
7,5,2005,6,243,100
24,5,2005,2,185,87.5
12,4,2005,3,84,100
14,5,2005,7,633,85.7142857143
2,5,2005,5,41,100
8,5,2005,7,271,87.5
5,5,2005,1,20,80
9,5,2005,2,20,77.7777777778
3,1,2005,3,34,100
9,5,2005,2,43,100
4,5,2005,4,95,100
2,5,2005,7,28,100
2,5,2005,1,154,100
10,5,2005,8,89,90
7,2,2005,5,73,57.1428571429
2,5,2005,7,150,50
5,5,2005,5,45,100
12,5,2005,3,40,91.6666666667
8,5,2005,5,90,87.5
3,5,2005,1,43,100
4,5,2005,2,20,100
0,5,2005,3,56,0
2,5,2005,1,55,100
10,5,2005,2,53,100
3,5,2005,1,16,66.6666666667
0,5,2005,2,38,0
2,5,2005,5,110,100
0,2,2005,7,82,0
1,5,2005,2,48,0
24,5,2005,2,101,95.8333333333
27,5,2005,3,76,96.2962962963
10,1,2005,10,104,100
8,5,2005,9,73,75
0,5,2005,5,32,0
9,5,2005,3,49,100
4,5,2005,3,24,50
0,5,2005,5,35,0
3,5,2005,4,132,100
11,5,2005,8,296,72.7272727273
3,5,2005,4,125,100
6,5,2005,2,506,100
29,5,2005,4,170,89.6551724138
3,5,2005,4,70,100
28,2,2005,11,32,0
1,1,2005,3,17,100
3,5,2005,4,86,66.6666666667
12,5,2005,10,113,91.6666666667
19,2,2005,3,54,5.26315789474
1,5,2005,2,24,100
3,5,2005,5,158,66.6666666667
3,4,2005,5,91,100
2,5,2005,1,16,100
4,5,2005,1,143,100
13,4,2005,3,211,92.3076923077
4,4,2005,7,40,100
17,4,2005,5,275,100
0,5,2005,2,36,0
6,5,2005,10,266,83.3333333333
1,5,2005,2,68,100
31,5,2005,5,202,100
3,5,2005,5,27,100
6,5,2005,7,335,100
0,5,2005,2,18,0
3,5,2005,4,17,66.6666666667
7,5,2005,4,35,100
3,5,2005,1,98,100
5,5,2005,5,22,100
5,5,2005,5,62,60
4,5,2005,5,48,100
1,4,2005,3,41,100
12,5,2005,9,181,83.3333333333
7,5,2005,5,146,100
5,5,2005,15,43,100
3,4,2005,12,177,100
0,5,2005,3,24,0
0,5,2005,5,38,0
1,5,2005,6,60,100
30,5,2005,3,149,100
6,1,2005,6,28,33.3333333333
4,5,2005,1,45,100
7,5,2005,4,64,71.4285714286
72,3,2005,5,153,95.8333333333
6,5,2005,3,33,66.6666666667
8,5,2005,3,110,87.5
25,5,2005,2,138,96
15,5,2005,3,101,93.3333333333
3,5,2005,1,142,66.6666666667
9,5,2005,2,47,77.7777777778
5,5,2005,3,31,80
0,4,2005,7,182,0
13,5,2005,4,134,100
13,5,2005,1,87,84.6153846154
8,2,2005,2,96,50
8,2,2005,6,57,62.5
4,3,2005,8,153,100
3,3,2005,3,39,0
0,3,2005,2,76,0
3,5,2005,2,29,0
3,5,2005,5,17,66.6666666667
3,5,2005,6,37,100
0,5,2005,4,50,0
4,5,2005,4,24,100
7,5,2005,6,162,71.4285714286
0,5,2005,6,96,0
3,5,2005,4,103,100
26,4,2005,4,104,88.4615384615
1,4,2005,11,65,100
2,5,2005,1,84,100
5,5,2005,4,115,80
2,5,2005,4,39,50
0,5,2005,11,69,0
4,3,2005,2,59,100
0,5,2005,5,141,0
0,5,2005,5,39,0
11,5,2005,2,19,81.8181818182
6,5,2005,5,120,100
6,4,2005,6,45,16.6666666667
0,5,2005,2,29,0
0,5,2005,4,40,0
6,5,2005,7,16,50
0,5,2005,4,40,0
16,4,2005,1,16,81.25
0,5,2005,3,29,0
5,5,2005,2,44,60
5,5,2005,4,47,80
18,3,2005,3,72,66.6666666667
9,5,2005,3,194,100
2,5,2005,1,39,50
10,4,2005,10,273,100
1,5,2005,1,137,100
2,4,2005,4,45,50
2,5,2005,1,71,100
0,2,2005,3,29,0
9,5,2005,2,29,100
10,5,2005,4,78,30
3,4,2005,3,78,100
1,5,2005,4,146,100
20,5,2005,2,29,85
6,5,2005,8,73,66.6666666667
1,5,2005,2,35,100
2,5,2005,2,112,100
3,5,2005,4,82,66.6666666667
11,5,2005,6,93,100
0,5,2005,1,54,0
2,5,2005,6,94,50
3,5,2005,6,252,100
14,5,2005,9,133,100
11,5,2005,4,31,90.9090909091
4,5,2005,1,24,100
8,5,2005,5,295,75
0,5,2005,6,119,0
6,4,2005,4,53,50
15,1,2005,3,23,86.6666666667
0,4,2005,3,325,0
7,4,2005,15,252,85.7142857143
1,5,2005,3,62,100
0,5,2005,6,272,0
4,5,2005,5,84,75
2,5,2005,2,195,50
24,5,2005,4,119,62.5
12,5,2005,2,157,100
14,5,2005,10,306,92.8571428571
0,4,2005,2,116,0
0,4,2005,3,47,0
3,5,2005,5,30,100
0,5,2005,1,32,0
9,5,2005,9,319,100
0,5,2005,4,62,0
62,5,2005,10,178,95.1612903226
5,4,2005,4,103,100
17,1,2005,4,80,88.2352941176
0,4,2005,7,52,0
5,5,2005,2,70,60
9,4,2005,6,96,100
3,5,2005,5,27,66.6666666667
9,3,2005,2,161,100
1,5,2005,3,14,0
4,5,2005,3,138,75
5,5,2005,2,13,100
7,5,2005,4,56,100
1,4,2005,4,95,0
4,5,2005,9,35,100
0,5,2005,2,98,0
0,5,2005,8,40,0
4,5,2005,7,93,100
6,5,2005,2,56,100
0,5,2005,2,59,0
7,5,2005,2,133,71.4285714286
13,3,2005,6,170,53.8461538462
8,4,2005,2,56,87.5
4,1,2005,3,54,25
9,5,2005,4,185,100
4,5,2005,8,63,100
4,5,2005,3,86,25
39,5,2005,9,53,100
0,4,2005,4,16,0
5,4,2005,4,82,80
8,4,2005,3,123,25
4,4,2005,2,58,25
22,2,2005,5,22,18.1818181818
1,5,2005,3,66,0
2,5,2005,2,46,100
1,5,2005,4,128,100
0,5,2005,3,125,0
16,5,2005,7,117,93.75
3,5,2005,3,55,100
9,5,2005,3,86,100
3,5,2005,1,33,66.6666666667
5,4,2005,3,25,100
0,5,2005,3,27,0
1,5,2005,2,18,100
1,5,2005,5,85,100
40,5,2005,3,67,47.5
1,1,2005,3,81,100
1,5,2005,4,119,100
19,3,2005,4,89,84.2105263158
0,5,2005,8,53,0
2,5,2005,11,87,100
0,3,2005,6,75,0
5,5,2005,5,136,100
0,5,2005,3,54,0
19,1,2005,1,44,100
8,2,2005,4,108,75
5,5,2005,1,46,80
0,5,2005,8,18,0
5,5,2005,9,61,80
2,5,2005,5,109,50
2,4,2005,3,496,100
1,5,2005,6,114,0
2,4,2005,5,135,100
23,5,2005,6,90,91.3043478261
1,1,2005,4,32,0
0,4,2005,4,34,0
9,1,2005,1,48,44.4444444444
12,5,2005,6,29,100
4,1,2005,3,58,25
1,5,2005,3,180,100
2,5,2005,1,14,100
9,5,2005,3,129,88.8888888889
7,5,2005,5,65,85.7142857143
0,5,2005,1,40,0
2,4,2005,4,75,0
11,2,2005,10,228,81.8181818182
2,5,2005,7,35,0
1,5,2005,1,207,100
22,3,2005,2,161,77.2727272727
4,5,2005,2,136,75
0,5,2005,3,246,0
12,5,2005,4,279,100
143,5,2005,1,356,95.8041958042
13,5,2005,2,30,76.9230769231
21,5,2005,9,48,42.8571428571
6,5,2005,4,64,83.3333333333
23,5,2005,3,100,100
3,5,2005,2,73,100
3,5,2005,2,33,100
0,5,2005,1,60,0
10,2,2005,8,113,10
12,5,2005,9,47,83.3333333333
8,5,2005,4,49,50
9,2,2005,8,65,88.8888888889
9,5,2005,11,70,100
3,5,2005,4,78,100
5,5,2005,2,266,100
4,5,2005,3,305,75
1,5,2005,4,134,100
1,4,2005,5,94,100
2,5,2005,3,14,100
7,5,2005,2,76,100
5,5,2005,4,34,80
5,5,2005,5,49,100
3,5,2005,8,121,100
33,5,2005,6,19,81.8181818182
9,5,2005,3,221,100
2,5,2005,4,53,50
0,5,2005,7,48,0
2,5,2005,5,28,100
6,5,2005,4,45,100
6,2,2005,2,17,66.6666666667
4,5,2005,3,27,75
8,5,2005,1,33,100
12,4,2005,5,177,75
49,5,2005,4,33,89.7959183673
1,5,2005,9,123,100
11,5,2005,4,61,90.9090909091
1,4,2005,2,71,100
1,5,2005,6,36,100
3,5,2005,3,49,66.6666666667
6,5,2005,9,100,100
9,4,2005,10,6,88.8888888889
3,2,2005,5,54,66.6666666667
28,5,2005,3,180,78.5714285714
6,1,2005,2,41,66.6666666667
0,5,2005,4,109,0
19,5,2005,5,126,100
0,5,2005,4,85,0
6,5,2005,2,29,83.3333333333
2,3,2005,6,80,100
3,5,2005,4,41,100
2,4,2005,3,157,100
10,4,2005,3,51,90
3,5,2005,3,61,100
2,5,2005,5,83,100
5,5,2005,5,10,100
14,5,2005,2,74,100
5,5,2005,6,90,100
3,5,2005,3,17,66.6666666667
7,5,2005,3,140,100
5,5,2005,6,27,20
6,5,2005,1,43,100
14,5,2005,3,169,100
5,4,2005,6,205,60
2,5,2005,1,136,100
11,5,2005,6,280,100
3,5,2005,3,22,66.6666666667
1,5,2005,2,48,100
24,5,2005,7,82,87.5
18,4,2005,3,143,94.4444444444
2,4,2005,3,47,100
1,5,2005,2,75,100
12,5,2005,11,148,16.6666666667
7,5,2005,1,166,71.4285714286
0,5,2005,5,106,0
7,3,2005,2,38,28.5714285714
0,5,2005,2,117,0
8,5,2005,3,151,100
0,5,2005,1,60,0
6,5,2005,7,41,83.3333333333
7,2,2005,5,93,85.7142857143
20,5,2005,5,137,90
0,5,2005,2,30,0
3,3,2005,1,53,100
14,5,2005,3,54,100
13,5,2005,2,203,92.3076923077
4,5,2005,4,62,75
15,5,2005,4,156,93.3333333333
3,5,2005,6,47,100
3,5,2005,5,72,66.6666666667
1,5,2005,2,390,100
0,5,2005,3,32,0
4,5,2005,3,28,100
6,5,2005,5,121,100
2,5,2005,4,25,100
2,5,2005,7,224,50
1,5,2005,2,72,100
7,5,2005,8,73,42.8571428571
1,5,2005,6,42,0
10,5,2005,7,176,100
6,5,2005,4,108,100
10,4,2005,6,150,100
3,5,2005,12,169,100
33,3,2005,6,177,96.9696969697
5,2,2005,2,192,100
0,5,2005,3,24,0
8,5,2005,8,62,100
7,5,2005,3,55,100
7,5,2005,2,123,100
2,5,2005,4,74,100
2,5,2005,7,183,100
7,3,2005,3,33,14.2857142857
2,5,2005,4,78,100
2,5,2005,6,37,100
1,5,2005,2,143,100
15,5,2005,5,112,100
1,3,2005,9,85,100
2,4,2005,3,88,100
3,5,2005,4,66,100
5,5,2005,9,73,80
1,5,2005,2,111,100
1,5,2005,2,56,100
8,1,2005,2,238,12.5
1,5,2005,1,46,100
4,5,2005,1,56,100
47,5,2005,12,33,78.7234042553
17,1,2005,4,180,35.2941176471
0,5,2005,1,15,0
2,5,2005,3,22,50
9,5,2005,6,30,100
9,5,2005,5,116,100
3,4,2005,7,48,33.3333333333
15,1,2005,4,105,100
1,5,2005,7,101,100
2,5,2005,4,37,100
1,1,2005,5,13,0
0,5,2005,3,35,0
12,5,2005,6,92,100
2,5,2005,1,78,100
6,4,2005,3,20,83.3333333333
12,2,2005,6,66,41.6666666667
43,1,2005,3,234,4.6511627907
10,2,2005,5,45,60
3,5,2005,7,82,100
2,5,2006,3,58,100
3,5,2006,4,29,100
33,5,2006,4,75,100
5,5,2006,6,37,100
0,5,2006,4,138,0
1,5,2006,4,90,100
2,4,2006,6,59,50
9,4,2006,2,53,100
0,5,2006,6,45,0
1,4,2006,2,55,100
4,5,2006,8,25,75
7,5,2006,4,45,71.4285714286
4,5,2006,2,129,100
2,5,2006,5,40,50
0,5,2006,1,85,0
32,5,2006,8,84,100
0,1,2006,3,46,0
16,4,2006,6,97,100
6,2,2006,1,103,100
0,5,2006,4,38,0
44,1,2006,4,28,18.1818181818
9,5,2006,5,133,100
24,5,2006,4,63,95.8333333333
3,5,2006,1,47,100
0,5,2006,4,30,0
3,1,2006,2,53,33.3333333333
80,4,2006,2,146,97.5
27,5,2006,4,70,88.8888888889
4,5,2006,3,57,100
0,5,2006,2,56,0
22,5,2006,6,104,95.4545454545
5,5,2006,3,21,60
2,5,2006,6,71,100
5,5,2006,7,27,60
22,5,2006,4,211,100
0,5,2006,9,55,0
21,5,2006,5,726,9.52380952381
1,4,2006,6,49,100
1,5,2006,2,96,100
17,5,2006,3,77,94.1176470588
0,5,2006,5,46,0
14,5,2006,4,49,100
2,5,2006,5,56,100
29,5,2006,7,263,86.2068965517
15,1,2006,7,19,13.3333333333
5,4,2006,3,157,100
0,5,2006,5,49,0
41,5,2006,3,355,95.1219512195
16,4,2006,7,158,100
1,5,2006,3,15,100
1,4,2006,8,53,100
3,5,2006,2,28,100
31,4,2006,3,67,87.0967741935
1,5,2006,3,13,100
7,5,2006,4,47,100
2,5,2006,7,14,100
0,5,2006,1,63,0
5,5,2006,4,51,100
4,5,2006,5,64,100
39,5,2006,2,84,94.8717948718
2,5,2006,6,166,100
6,1,2006,1,40,66.6666666667
12,1,2006,2,49,0
7,5,2006,2,97,100
4,4,2006,2,66,75
1,5,2006,3,20,100
3,5,2006,3,29,100
19,5,2006,5,28,94.7368421053
0,5,2006,1,3,0
0,5,2006,2,33,0
11,1,2006,2,93,90.9090909091
1,5,2006,5,43,100
12,5,2006,3,20,91.6666666667
8,1,2006,5,238,100
2,5,2006,1,23,100
0,5,2006,6,29,0
9,5,2006,1,214,100
0,5,2006,6,178,0
4,5,2006,4,204,100
8,1,2006,3,79,100
15,1,2006,3,85,33.3333333333
2,4,2006,2,38,100
2,5,2006,1,45,100
3,5,2006,6,18,66.6666666667
14,5,2006,13,541,92.8571428571
6,2,2006,9,115,16.6666666667
1,5,2006,4,41,100
0,3,2006,2,39,0
5,5,2006,2,33,100
14,5,2006,5,115,92.8571428571
10,4,2006,5,66,100
4,1,2006,4,48,75
13,4,2006,4,27,100
97,5,2006,2,133,98.9690721649
1,3,2006,5,24,100
2,5,2006,1,85,100
1,5,2006,2,135,100
0,4,2006,3,46,0
5,5,2006,11,196,100
0,5,2006,2,41,0
14,5,2006,4,64,100
3,5,2006,5,127,100
6,5,2006,9,71,83.3333333333
4,5,2006,9,10,50
2,5,2006,7,130,100
0,5,2006,3,27,0
18,5,2006,2,192,94.4444444444
7,5,2006,10,68,85.7142857143
0,5,2006,10,30,0
0,3,2006,5,17,0
33,1,2006,4,62,24.2424242424
0,5,2006,4,30,0
4,5,2006,2,38,75
7,5,2006,1,42,100
33,5,2006,3,55,100
1,5,2006,4,13,100
9,5,2006,5,399,100
4,4,2006,3,22,75
15,5,2006,2,39,60
1,5,2006,1,42,100
24,1,2006,3,73,25
4,5,2006,7,160,100
6,5,2006,7,142,100
7,5,2006,1,16,100
3,5,2006,4,71,100
11,5,2006,4,56,90.9090909091
4,5,2006,3,269,100
3,5,2006,3,30,100
2,3,2006,6,31,100
3,5,2006,5,98,66.6666666667
0,5,2006,9,92,0
6,5,2006,6,102,100
19,1,2006,4,41,100
1,4,2006,4,29,100
3,4,2006,2,56,100
23,5,2006,4,74,100
1,4,2006,3,20,100
4,5,2006,4,95,100
23,1,2006,2,86,8.69565217391
15,4,2006,4,64,100
2,1,2006,5,44,50
0,1,2006,9,57,0
6,5,2006,4,25,100
4,5,2006,7,118,100
5,5,2006,5,71,100
1,5,2006,4,35,0
9,3,2006,6,120,88.8888888889
7,4,2006,6,86,85.7142857143
1,3,2006,2,110,0
3,5,2006,5,59,100
5,5,2006,6,60,100
0,5,2006,2,45,0
17,2,2006,5,33,82.3529411765
20,5,2006,2,150,75
1,5,2006,3,28,100
19,5,2006,6,184,84.2105263158
1,5,2006,3,113,0
2,5,2006,2,19,100
2,2,2006,1,21,50
68,1,2006,4,58,89.7058823529
13,5,2006,4,125,100
5,5,2006,7,204,100
34,5,2006,3,38,94.1176470588
2,5,2006,1,33,50
1,5,2006,4,40,100
1,5,2006,9,140,100
2,4,2006,8,227,0
13,5,2006,5,199,100
41,5,2006,2,327,75.6097560976
16,3,2006,4,300,93.75
0,5,2006,2,43,0
6,3,2006,4,95,100
0,5,2006,5,79,0
6,5,2006,5,87,66.6666666667
34,2,2006,9,147,100
9,5,2006,6,93,100
5,5,2006,3,73,40
2,5,2006,6,17,50
0,5,2006,2,40,0
7,3,2006,3,38,28.5714285714
7,5,2006,2,30,57.1428571429
5,5,2006,3,22,100
0,5,2006,3,17,0
0,5,2006,1,35,0
6,5,2006,3,52,100
3,4,2006,3,101,100
13,2,2006,3,159,92.3076923077
9,5,2006,4,65,100
2,5,2006,8,84,100
1,5,2006,5,31,100
23,5,2006,9,466,91.3043478261
2,2,2006,4,94,0
0,5,2006,4,31,0
4,5,2006,5,78,100
14,5,2006,1,109,100
1,4,2006,4,186,0
0,5,2006,5,120,0
3,5,2006,4,44,66.6666666667
9,5,2006,5,75,77.7777777778
23,1,2006,8,81,47.8260869565
2,5,2006,3,18,100
7,5,2006,8,10,28.5714285714
2,5,2006,2,56,50
6,5,2006,2,41,100
0,1,2006,5,34,0
18,5,2006,3,146,94.4444444444
3,5,2006,5,35,100
14,4,2006,10,227,100
1,5,2006,2,42,100
2,5,2006,4,24,50
17,4,2006,2,14,94.1176470588
21,5,2006,6,295,95.2380952381
6,1,2006,2,124,50
6,5,2006,4,72,83.3333333333
9,1,2006,3,88,0
3,5,2006,5,103,100
9,1,2006,7,22,44.4444444444
18,5,2006,2,34,100
6,1,2006,2,39,16.6666666667
7,5,2006,7,338,42.8571428571
3,5,2006,1,39,100
10,5,2006,4,17,100
6,5,2006,3,47,83.3333333333
33,5,2006,7,179,96.9696969697
24,5,2006,4,204,91.6666666667
5,5,2006,3,139,80
3,5,2006,7,35,100
0,5,2006,5,55,0
8,5,2006,3,72,62.5
11,5,2006,7,59,100
2,4,2006,8,13,50
8,4,2006,4,224,75
3,5,2006,1,37,66.6666666667
9,5,2006,1,29,88.8888888889
7,5,2006,3,69,100
1,5,2006,2,19,0
7,5,2006,2,65,42.8571428571
4,5,2006,2,29,100
4,1,2006,6,92,50
5,2,2006,9,57,80
12,4,2006,9,99,100
3,5,2006,1,34,66.6666666667
16,4,2006,3,104,93.75
21,4,2006,2,142,90.4761904762
0,5,2006,3,79,0
3,3,2006,7,134,100
6,5,2006,2,26,100
5,5,2006,2,36,100
0,3,2006,4,50,0
2,5,2006,3,31,0
1,5,2006,1,120,100
9,1,2006,1,68,55.5555555556
20,4,2006,10,215,75
8,4,2006,2,38,87.5
2,5,2006,6,154,100
6,5,2006,6,82,33.3333333333
3,4,2006,4,16,0
0,5,2006,3,124,0
23,4,2006,6,239,65.2173913043
2,1,2006,5,76,50
2,5,2006,7,39,100
0,5,2006,2,39,0
14,5,2006,1,154,92.8571428571
19,5,2006,4,215,78.9473684211
24,5,2006,2,73,100
0,5,2006,3,20,0
2,5,2006,5,171,100
4,5,2006,3,97,75
13,5,2006,5,106,100
0,5,2006,3,61,0
6,5,2006,3,90,83.3333333333
1,5,2006,6,168,100
2,3,2006,12,13,0
3,2,2006,2,92,0
1,5,2006,2,26,100
14,5,2006,7,433,64.2857142857
6,1,2006,9,71,83.3333333333
0,5,2006,5,64,0
10,5,2006,3,25,70
1,4,2006,5,44,100
1,5,2006,2,78,0
4,4,2006,3,57,100
0,5,2006,4,27,0
6,4,2006,3,99,100
5,4,2006,1,54,80
9,5,2006,4,80,100
3,4,2006,3,23,100
0,5,2006,3,42,0
8,4,2006,3,127,37.5
2,5,2006,3,125,100
0,4,2006,1,63,0
2,5,2006,12,217,100
1,5,2006,8,26,0
9,5,2006,2,76,100
4,5,2006,11,46,50
13,5,2006,2,67,100
2,5,2006,3,51,100
17,5,2006,3,49,100
1,5,2006,2,16,100
4,5,2006,1,25,100
2,5,2006,9,242,100
4,4,2006,3,130,100
0,4,2006,9,151,0
1,5,2006,5,10,100
8,1,2006,2,38,25
11,1,2006,2,58,81.8181818182
0,4,2006,5,106,0
3,4,2006,2,73,100
8,5,2006,6,48,100
1,2,2006,9,107,100
32,5,2006,6,48,93.75
